10,100,12,15,40,algorithm,algorithms,assignments,attendance,chong,code,coding,content,cs2040,data,data structures,day,did,expected,final,finals,grade,java,just,kattis,lab,labs,lecture,lectures,like,lot,marks,midterm,midterms,module,prof,prof chong,questions,quite,quiz,quizzes,really,structures,tha,thas,time,tutorial,visualgo,week,weeks
0.0,0.0,0.0,0.0,0.0,0.0,0.07439674192646044,0.0,0.07077264455117506,0.16107547031463557,0.08281478922461748,0.0,0.22902127501444128,0.0,0.0,0.0,0.0,0.0,0.07254349611895972,0.0,0.17284982428368545,0.11523321618912363,0.0,0.07634042500481376,0.0,0.06588846219855679,0.0,0.08053773515731778,0.08281478922461748,0.0,0.18700356561045697,0.15268085000962753,0.0,0.5207771934852231,0.1567676535706018,0.12307644881668926,0.17045985740246705,0.42463586730705033,0.16107547031463557,0.06907717162593982,0.14154528910235012,0.23515148035590266,0.0,0.35120395414476696,0.0,0.0,0.0,0.12876995616404815,0.0,0.08780098853619174
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28219305546060147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40376120961735545,0.0,0.2746460592172338,0.0,0.0,0.0,0.0,0.0,0.0,0.28219305546060147,0.0,0.26748626274613946,0.24797753214579354,0.26067586677888016,0.0,0.21562140454396755,0.2986338509508603,0.0,0.0,0.24203683013463967,0.24797753214579354,0.0,0.0,0.3076424880721013,0.0,0.0,0.0,0.22559603464438083,0.0,0.0
0.36958759586414425,0.20515793631123863,0.0,0.0,0.0,0.0,0.18951466678443837,0.0,0.0,0.20515793631123863,0.0,0.0,0.0,0.0,0.2109583938533312,0.2109583938533312,0.0,0.0,0.0,0.18479379793207212,0.0,0.14676976439484193,0.3993423483299622,0.0,0.0,0.0,0.19446591117216697,0.0,0.4219167877066624,0.0,0.0,0.0,0.18028281618605502,0.0,0.0,0.15675950036604358,0.2171106034971522,0.18028281618605502,0.20515793631123863,0.0,0.0,0.0,0.2109583938533312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5446424527953496,0.12093232878308884,0.23539620759289262,0.20744718520222707,0.10372359260111354,0.0,0.0,0.0,0.10626944876204066,0.12093232878308884,0.0,0.0,0.0,0.15039157814001547,0.0,0.0,0.12093232878308884,0.11769810379644631,0.10892849055906993,0.0,0.2595445692574146,0.1730297128382764,0.0,0.0,0.0,0.09893555062162683,0.0,0.0,0.0,0.0,0.0,0.0,0.2125388975240813,0.0,0.23539620759289262,0.0924034028563224,0.12797794400008375,0.0,0.0,0.20744718520222707,0.0,0.0,0.0,0.39551564216693225,0.0,0.10892849055906993,0.19335595476823725,0.09667797738411862,0.0,0.0
0.07534597589149307,0.12547356915845054,0.0407059642780623,0.035872870666763416,0.035872870666763416,0.048556958583176935,0.07727081576554577,0.08601406668000809,0.07350671328806248,0.0836490461056337,0.17202813336001618,0.10042581191218465,0.0,0.0,0.08601406668000809,0.08601406668000809,0.0836490461056337,0.0407059642780623,0.07534597589149307,0.037672987945746535,0.17952730968425978,0.05984243656141993,0.0,0.23786875997236606,0.04559644571478112,0.17108461646924011,0.0,0.04182452305281685,0.0,0.3345961844225348,0.1456708757495308,0.23786875997236606,0.22052013986418742,0.0,0.0,0.09587332746700786,0.08852250714007776,0.14701342657612496,0.1672980922112674,0.0,0.14701342657612496,0.0,0.08601406668000809,0.09119289142956225,0.5616455834214577,0.11301896383723961,0.06687228029908276,0.20061684089724827,0.04426125357003888,0.1823857828591245
0.19825601341931953,0.0,0.0,0.0,0.0,0.0,0.0,0.6789800950691757,0.0,0.14673578525383196,0.07544223278546397,0.1761653127768971,0.20863273944465016,0.0,0.0,0.0,0.2934715705076639,0.0,0.06608533780643984,0.06608533780643984,0.052487310550162876,0.10497462110032575,0.14281147032598682,0.1390884929631001,0.15996907503985322,0.12004553171239986,0.06954424648155005,0.07336789262691598,0.07544223278546397,0.22010367788074794,0.0,0.0,0.0,0.06777359908111316,0.0,0.11211961280071471,0.15528473070014398,0.12894427130862046,0.0,0.06292760158853944,0.0,0.14281147032598682,0.0,0.0,0.0,0.19825601341931953,0.05865312886538343,0.11730625773076686,0.0,0.07998453751992661
0.0,0.0,0.2580791930418509,0.07581232609658327,0.07581232609658327,0.0,0.0,0.0,0.07767311082864943,0.0,0.0,0.21223599504833268,0.08378376037393176,0.0,0.09088938731184032,0.09088938731184032,0.0,0.0,0.0,0.0,0.06323433601331287,0.0,0.2580791930418509,0.2513512811217953,0.0,0.0,0.5027025622435906,0.08839031617985364,0.0,0.0,0.0,0.08378376037393176,0.0,0.24495169359253993,0.43013198840308486,0.13507663462289796,0.0,0.07767311082864943,0.08839031617985364,0.07581232609658327,0.15534622165729886,0.0,0.09088938731184032,0.0,0.0,0.23884987128909413,0.21198790450662283,0.14132526967108192,0.09354000744089595,0.0
0.24582431296574278,0.0,0.2656151329614012,0.0780260540918214,0.0780260540918214,0.0,0.08403476971007644,0.0,0.07994117393621794,0.0,0.2806301013003387,0.0,0.08623025509894264,0.0,0.18708673420022578,0.18708673420022578,0.0,0.08853837765380042,0.0819414376552476,0.1638828753104952,0.0,0.06508078535869542,0.0,0.0,0.0,0.14884850072816153,0.4311512754947132,0.272913968474842,0.0,0.0,0.0,0.0,0.23982352180865382,0.0,0.35415351061520167,0.13902088673813198,0.0,0.0,0.0,0.0780260540918214,0.0,0.0,0.18708673420022578,0.0,0.0,0.0,0.21817797389270552,0.14545198259513703,0.1925427712384004,0.0991755238320686
0.0,0.8133050352162435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5818375371973734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
